temp,KR,number
19.6,72,185
19.5,76,185
19.1,29,188
20.6,42,188
20.4,44,188
20.5,45,188
20.1,42,188
20.2,43,188
20.0,38,188
20.3,47,188
20.8,40,188
20.9,40,188
19.4,27,188
19.5,26,188
19.6,29,188
19.7,31,188
19.8,32,188
19.2,28,188
20.7,41,188
19.3,26,188
19.9,35,188
20.1,135,189
19.8,132,189
19.9,132,189
19.7,133,189
20.0,132,189
20.3,132,189
20.2,133,189
20.8,133,189
20.9,131,189
20.5,131,189
20.4,133,189
20.6,133,189
20.7,133,189
19.6,132,189
19.5,131,189
19.4,131,189
19.3,129,189
19.1,131,189
19.2,131,189
20.7,62,191
20.8,58,191
20.9,56,191
19.1,89,191
19.8,75,191
19.7,76,191
19.6,78,191
19.5,79,191
19.9,74,191
20.0,71,191
20.1,71,191
20.2,68,191
20.6,63,191
20.5,64,191
20.4,66,191
20.3,65,191
19.4,83,191
19.3,83,191
19.2,84,191
20.3,135,192
20.0,134,192
19.9,136,192
20.2,136,192
20.1,136,192
19.6,135,192
19.5,136,192
19.4,136,192
19.3,135,192
19.2,135,192
19.1,135,192
19.8,134,192
19.7,134,192
20.4,136,192
20.7,136,192
20.6,136,192
20.9,136,192
20.8,135,192
20.5,133,192
20.8,114,193
20.9,115,193
20.1,116,193
19.2,116,193
19.1,116,193
19.8,116,193
19.7,115,193
19.6,117,193
19.5,115,193
19.4,116,193
20.2,115,193
20.3,115,193
20.4,115,193
20.5,115,193
20.6,115,193
20.7,114,193
19.9,115,193
20.0,116,193
19.3,116,193
19.1,88,195
19.3,89,195
19.2,89,195
19.5,90,195
19.6,91,195
19.7,91,195
19.4,90,195
19.8,93,195
20.5,98,195
20.4,97,195
20.3,96,195
20.2,94,195
20.9,101,195
20.8,99,195
20.7,99,195
20.6,99,195
20.1,94,195
20.0,92,195
19.9,92,195
20.8,46,196
20.9,44,196
19.5,61,196
19.2,58,196
19.6,60,196
19.7,60,196
19.8,60,196
19.9,59,196
20.0,59,196
20.1,58,196
20.2,58,196
20.3,56,196
20.4,54,196
20.5,51,196
20.6,49,196
20.7,48,196
19.1,56,196
19.4,60,196
19.3,58,196
20.7,116,197
20.9,116,197
20.8,115,197
19.5,120,197
19.6,122,197
19.7,123,197
19.8,123,197
19.9,122,197
20.0,123,197
20.1,121,197
20.2,120,197
20.3,118,197
20.4,118,197
20.5,118,197
20.6,118,197
19.1,116,197
19.2,118,197
19.3,120,197
19.4,119,197
19.2,69,198
19.1,68,198
19.4,72,198
19.5,74,198
19.6,75,198
19.3,71,198
19.8,77,198
19.9,81,198
20.0,81,198
20.1,82,198
20.2,84,198
19.7,75,198
20.4,87,198
20.3,84,198
20.6,88,198
20.7,89,198
20.8,91,198
20.9,92,198
20.5,88,198
19.2,122,200
19.7,119,200
20.0,120,200
19.4,120,200
19.3,120,200
20.7,116,200
19.5,120,200
19.1,121,200
19.6,121,200
20.9,115,200
20.8,116,200
20.2,120,200
20.3,117,200
20.5,118,200
20.4,116,200
19.9,119,200
20.1,118,200
19.8,119,200
20.6,116,200
20.4,125,202
20.3,126,202
19.6,133,202
19.1,132,202
19.2,133,202
19.4,132,202
19.3,131,202
19.5,134,202
20.8,118,202
20.7,119,202
19.7,132,202
19.8,132,202
20.1,128,202
20.2,127,202
19.9,132,202
20.0,128,202
20.9,117,202
20.6,121,202
20.5,123,202
20.7,25,203
20.8,24,203
19.1,39,203
19.2,39,203
19.3,38,203
20.4,27,203
19.4,38,203
19.5,39,203
19.6,39,203
19.8,31,203
19.7,36,203
19.9,32,203
20.0,33,203
20.6,25,203
20.1,33,203
20.2,32,203
20.3,29,203
20.5,25,203
20.9,24,203
20.5,133,205
20.4,132,205
20.7,131,205
20.6,132,205
20.2,132,205
20.3,130,205
20.0,133,205
19.9,133,205
19.8,130,205
20.1,131,205
19.7,131,205
19.6,131,205
19.4,132,205
19.5,132,205
19.3,131,205
19.2,132,205
19.1,129,205
20.8,132,205
20.9,129,205
20.5,122,207
20.3,122,207
20.4,121,207
19.9,120,207
19.8,120,207
19.7,119,207
20.0,120,207
19.5,118,207
19.4,118,207
19.3,117,207
19.2,115,207
19.1,115,207
20.2,121,207
20.1,119,207
19.6,118,207
20.6,122,207
20.7,125,207
20.8,124,207
20.9,126,207
19.7,142,211
19.6,141,211
19.5,139,211
19.4,138,211
19.3,140,211
19.2,140,211
20.0,140,211
20.1,139,211
20.5,139,211
20.4,142,211
20.3,140,211
20.2,142,211
20.9,145,211
19.8,142,211
19.1,142,211
19.9,142,211
20.7,141,211
20.8,144,211
20.6,142,211
19.8,114,215
20.4,119,215
20.1,118,215
20.0,116,215
20.9,119,215
19.7,115,215
20.5,117,215
20.3,118,215
19.9,117,215
20.2,118,215
20.8,119,215
20.7,120,215
20.6,120,215
19.1,111,215
19.6,115,215
19.5,114,215
19.4,113,215
19.2,113,215
19.3,113,215
19.3,91,218
19.2,88,218
19.9,93,218
19.8,92,218
20.7,105,218
20.9,103,218
20.3,98,218
20.6,101,218
20.8,104,218
20.5,100,218
19.5,91,218
19.4,91,218
19.7,92,218
19.6,92,218
20.1,97,218
20.2,97,218
19.1,89,218
20.4,102,218
20.0,96,218
20.4,138,219
20.2,137,219
20.1,137,219
20.0,137,219
20.3,137,219
20.8,138,219
20.7,139,219
19.1,134,219
20.5,138,219
20.9,139,219
19.2,132,219
19.3,130,219
19.4,133,219
19.5,132,219
19.6,132,219
19.7,134,219
19.8,134,219
19.9,135,219
20.6,139,219
19.5,133,220
20.2,135,220
19.4,134,220
19.7,135,220
20.9,132,220
19.6,136,220
20.1,134,220
19.8,134,220
19.3,135,220
19.9,134,220
19.2,133,220
19.1,133,220
20.3,133,220
20.7,132,220
20.0,134,220
20.6,133,220
20.8,133,220
20.5,133,220
20.4,132,220
20.0,139,221
19.9,138,221
20.4,139,221
20.1,141,221
19.5,139,221
19.4,141,221
19.3,139,221
19.2,140,221
19.1,139,221
19.7,139,221
19.8,139,221
19.6,136,221
20.5,136,221
20.6,137,221
20.7,136,221
20.8,135,221
20.9,134,221
20.3,139,221
20.2,140,221
19.6,148,222
19.7,148,222
19.5,149,222
19.2,150,222
19.3,149,222
19.4,148,222
19.1,148,222
20.7,154,222
20.8,154,222
20.9,155,222
20.3,150,222
20.4,151,222
20.5,152,222
20.6,152,222
19.8,148,222
20.1,150,222
20.0,150,222
19.9,148,222
20.2,152,222
19.4,120,223
19.3,119,223
19.2,117,223
19.1,117,223
20.9,129,223
20.8,128,223
20.7,128,223
20.5,128,223
20.6,127,223
20.4,126,223
20.3,125,223
19.5,121,223
20.2,125,223
20.1,125,223
20.0,125,223
19.9,124,223
19.8,124,223
19.7,123,223
19.6,122,223
19.1,26,226
20.7,43,226
20.6,43,226
20.5,42,226
20.4,41,226
20.3,40,226
20.2,38,226
20.1,38,226
20.0,36,226
19.9,35,226
19.8,33,226
19.7,31,226
19.6,31,226
19.5,29,226
19.4,28,226
19.3,28,226
19.2,27,226
20.9,44,226
20.8,44,226
19.1,56,229
19.2,57,229
20.7,61,229
20.6,62,229
20.5,61,229
20.4,61,229
20.3,62,229
20.2,61,229
20.1,60,229
20.0,61,229
19.9,60,229
19.8,58,229
19.7,57,229
19.6,57,229
19.5,57,229
20.9,63,229
19.3,57,229
20.8,63,229
19.4,56,229
20.8,128,231
20.6,126,231
20.7,127,231
19.7,120,231
20.9,128,231
20.4,125,231
19.9,120,231
20.1,123,231
20.0,123,231
20.5,125,231
20.3,125,231
19.4,115,231
19.2,113,231
20.2,125,231
19.8,119,231
19.3,115,231
19.1,113,231
19.5,116,231
19.6,119,231
20.0,9,233
19.9,9,233
19.7,10,233
19.8,9,233
19.6,9,233
19.5,10,233
19.3,10,233
19.4,10,233
20.2,10,233
20.1,10,233
19.2,10,233
19.1,10,233
20.6,10,233
20.5,10,233
20.8,10,233
20.7,10,233
20.9,9,233
20.4,10,233
20.3,10,233
19.5,56,234
19.4,56,234
19.7,58,234
19.8,59,234
19.1,54,234
19.6,58,234
19.9,60,234
19.2,55,234
19.3,55,234
20.4,65,234
20.5,66,234
20.6,67,234
20.7,67,234
20.8,67,234
20.9,70,234
20.3,64,234
20.2,63,234
20.0,61,234
20.1,63,234
19.5,74,236
19.6,75,236
19.1,72,236
19.2,72,236
19.4,74,236
19.3,74,236
20.8,81,236
20.9,83,236
20.7,81,236
20.4,79,236
20.5,79,236
20.6,80,236
20.2,77,236
20.1,77,236
20.0,77,236
20.3,78,236
19.9,76,236
19.8,75,236
19.7,75,236
19.1,122,237
19.2,122,237
19.3,120,237
20.9,87,237
20.8,90,237
20.7,90,237
20.6,92,237
20.5,95,237
20.4,97,237
20.3,100,237
20.2,100,237
20.1,105,237
20.0,107,237
19.9,109,237
19.8,112,237
19.7,116,237
19.6,118,237
19.5,117,237
19.4,120,237
20.6,123,238
20.5,123,238
20.4,122,238
20.3,119,238
20.2,120,238
20.1,118,238
20.0,120,238
19.9,120,238
19.8,116,238
19.7,116,238
19.6,115,238
19.5,116,238
19.4,117,238
19.3,117,238
20.8,122,238
20.9,122,238
19.1,115,238
20.7,124,238
19.2,116,238
20.4,39,239
19.3,30,239
20.5,40,239
20.3,39,239
20.1,37,239
20.8,43,239
19.4,30,239
19.6,31,239
19.5,32,239
19.7,34,239
19.8,34,239
20.2,37,239
19.9,35,239
20.0,35,239
20.9,43,239
20.6,41,239
20.7,41,239
19.2,29,239
19.1,28,239
19.9,112,240
20.0,111,240
19.2,107,240
19.1,105,240
19.8,112,240
19.7,111,240
19.6,109,240
19.5,109,240
19.4,109,240
19.3,108,240
20.5,115,240
20.3,112,240
20.6,116,240
20.7,117,240
20.8,118,240
20.4,114,240
20.1,113,240
20.2,113,240
20.9,117,240
19.4,64,241
20.8,48,241
19.7,58,241
19.2,66,241
19.9,53,241
19.8,56,241
20.6,48,241
20.5,48,241
20.4,49,241
20.0,53,241
20.1,51,241
20.2,51,241
20.3,50,241
20.7,48,241
20.9,48,241
19.1,67,241
19.3,66,241
19.6,60,241
19.5,62,241
19.1,127,242
19.4,130,242
19.5,130,242
20.2,131,242
20.9,133,242
20.8,130,242
20.7,131,242
20.6,129,242
20.5,129,242
20.4,130,242
20.3,131,242
19.8,131,242
20.1,130,242
20.0,130,242
19.9,130,242
19.6,129,242
19.7,130,242
19.3,129,242
19.2,130,242
20.1,56,246
20.2,56,246
20.3,56,246
20.4,56,246
20.5,56,246
20.6,58,246
20.7,57,246
20.0,56,246
19.4,52,246
19.5,54,246
19.6,53,246
19.7,53,246
19.8,54,246
19.9,55,246
19.3,52,246
19.2,52,246
20.9,60,246
20.8,57,246
19.1,51,246
19.8,45,249
20.0,58,249
19.9,51,249
20.3,66,249
20.4,63,249
19.1,32,249
19.2,32,249
19.3,34,249
19.4,33,249
19.5,36,249
19.6,39,249
20.1,60,249
20.2,65,249
20.7,58,249
20.8,59,249
20.6,59,249
20.9,57,249
20.5,61,249
19.7,41,249
19.3,112,250
19.4,111,250
19.5,112,250
19.8,112,250
19.6,111,250
19.7,111,250
19.9,112,250
19.1,111,250
20.0,113,250
19.2,111,250
20.4,114,250
20.5,114,250
20.6,115,250
20.7,115,250
20.8,116,250
20.9,114,250
20.3,113,250
20.2,112,250
20.1,112,250
19.2,78,251
19.7,85,251
19.8,88,251
19.4,82,251
19.3,80,251
19.5,83,251
19.6,84,251
20.7,91,251
20.1,90,251
20.2,90,251
20.4,90,251
20.5,91,251
20.6,91,251
20.0,88,251
19.9,88,251
19.1,77,251
20.9,94,251
20.3,90,251
20.8,92,251
20.1,128,252
19.8,132,252
19.5,134,252
20.2,126,252
20.4,120,252
20.0,129,252
19.9,130,252
19.2,133,252
19.3,134,252
19.4,135,252
19.7,131,252
19.6,133,252
20.5,122,252
20.6,123,252
20.7,120,252
20.9,116,252
20.8,117,252
20.3,125,252
19.1,135,252
19.2,99,253
20.1,110,253
19.4,101,253
20.0,107,253
19.9,106,253
19.8,107,253
19.7,104,253
19.6,102,253
19.5,101,253
20.2,112,253
20.8,118,253
20.7,117,253
20.6,117,253
20.4,113,253
20.3,112,253
20.5,116,253
19.3,99,253
20.9,117,253
19.1,97,253
19.9,82,255
20.5,86,255
20.1,82,255
20.0,82,255
20.4,85,255
20.3,84,255
19.6,80,255
19.3,80,255
19.4,79,255
19.5,81,255
19.1,78,255
19.7,82,255
20.2,82,255
19.8,82,255
20.8,88,255
20.9,89,255
20.7,87,255
20.6,87,255
19.2,78,255
19.5,51,256
19.4,51,256
19.3,50,256
19.6,52,256
19.9,52,256
19.7,52,256
19.8,51,256
19.2,51,256
19.1,50,256
20.1,53,256
20.2,53,256
20.9,52,256
20.5,54,256
20.7,52,256
20.8,52,256
20.4,54,256
20.6,53,256
20.3,55,256
20.0,53,256
20.8,74,257
19.6,70,257
19.4,70,257
19.5,70,257
19.7,71,257
19.8,69,257
19.9,70,257
20.9,73,257
20.2,72,257
20.1,73,257
19.3,69,257
20.4,71,257
20.5,69,257
20.6,71,257
20.7,72,257
20.0,72,257
19.2,68,257
19.1,69,257
20.3,73,257
20.6,108,261
20.8,106,261
20.9,105,261
19.5,108,261
19.2,108,261
20.4,108,261
20.5,107,261
20.7,107,261
19.6,110,261
19.3,109,261
19.4,110,261
19.7,108,261
19.1,110,261
20.0,108,261
20.3,108,261
20.2,109,261
20.1,110,261
19.8,109,261
19.9,109,261
20.7,159,264
20.8,159,264
20.1,157,264
20.2,158,264
20.4,155,264
20.3,157,264
20.5,158,264
20.6,159,264
20.0,156,264
19.3,152,264
19.7,155,264
19.4,152,264
19.6,155,264
19.5,153,264
19.9,154,264
19.8,155,264
19.1,151,264
19.2,152,264
20.9,160,264
20.9,135,266
20.6,133,266
20.5,133,266
19.4,128,266
19.6,129,266
19.7,130,266
20.8,135,266
20.7,133,266
20.3,131,266
20.4,132,266
20.2,130,266
20.1,131,266
19.9,129,266
19.3,128,266
19.5,129,266
19.2,127,266
19.1,127,266
20.0,131,266
19.8,129,266
20.9,63,273
19.8,94,273
19.5,100,273
19.6,99,273
19.7,100,273
20.2,83,273
20.3,83,273
20.4,75,273
20.5,72,273
19.1,111,273
19.9,96,273
20.0,92,273
20.1,90,273
19.2,113,273
20.7,69,273
20.8,66,273
19.4,100,273
20.6,73,273
19.3,109,273
19.2,106,277
19.1,105,277
19.8,110,277
19.9,111,277
20.0,111,277
19.3,107,277
19.4,108,277
19.5,110,277
19.6,110,277
19.7,110,277
20.6,116,277
20.7,118,277
20.8,118,277
20.9,118,277
20.2,112,277
20.3,115,277
20.4,114,277
20.5,117,277
20.1,112,277
19.5,87,280
19.7,88,280
19.6,88,280
19.1,94,280
19.2,91,280
19.3,91,280
19.4,90,280
20.3,83,280
20.4,84,280
20.5,84,280
20.6,82,280
20.7,83,280
20.8,83,280
20.9,84,280
20.2,86,280
19.9,87,280
20.0,86,280
20.1,85,280
19.8,87,280
19.2,82,281
19.3,81,281
19.4,82,281
19.1,80,281
20.0,86,281
20.1,86,281
20.2,86,281
20.3,87,281
20.4,89,281
20.5,88,281
20.6,90,281
20.7,88,281
20.8,88,281
20.9,89,281
19.8,84,281
19.5,82,281
19.6,83,281
19.7,83,281
19.9,85,281
19.1,83,282
19.7,94,282
19.8,94,282
19.9,98,282
20.0,99,282
20.1,101,282
20.2,102,282
20.3,104,282
20.4,103,282
20.5,105,282
20.6,106,282
20.7,107,282
20.8,109,282
20.9,109,282
19.4,88,282
19.5,92,282
19.6,93,282
19.3,86,282
19.2,86,282
19.6,61,283
19.5,60,283
19.4,58,283
19.9,65,283
20.0,66,283
20.1,67,283
20.2,69,283
20.3,70,283
20.4,71,283
19.7,63,283
19.8,63,283
19.1,54,283
19.2,55,283
19.3,57,283
20.9,76,283
20.8,76,283
20.7,74,283
20.6,74,283
20.5,72,283
20.1,47,286
20.0,46,286
19.9,44,286
19.8,44,286
19.7,43,286
19.6,42,286
19.5,42,286
19.4,40,286
20.9,57,286
20.8,54,286
20.7,55,286
20.6,53,286
20.5,52,286
20.4,51,286
20.3,49,286
20.2,48,286
19.3,41,286
19.2,40,286
19.1,39,286
19.5,99,288
19.4,100,288
19.3,99,288
19.2,100,288
19.1,101,288
19.8,98,288
19.7,97,288
19.6,97,288
20.3,94,288
20.2,96,288
20.1,96,288
20.0,96,288
19.9,96,288
20.4,93,288
20.6,96,288
20.5,94,288
20.8,95,288
20.9,94,288
20.7,94,288
20.6,91,289
20.1,92,289
19.4,91,289
19.1,86,289
20.5,91,289
20.0,92,289
19.9,90,289
19.8,92,289
19.7,93,289
20.4,92,289
20.3,91,289
20.2,89,289
20.9,90,289
20.8,90,289
20.7,91,289
19.5,90,289
19.6,92,289
19.3,90,289
19.2,87,289
19.1,32,298
19.3,31,298
20.8,37,298
20.9,39,298
20.2,36,298
20.3,36,298
20.4,36,298
20.5,37,298
19.8,35,298
19.9,34,298
20.0,35,298
20.1,35,298
20.6,38,298
20.7,39,298
19.4,32,298
19.5,32,298
19.6,34,298
19.7,33,298
19.2,32,298
19.2,33,301
19.3,35,301
20.9,24,301
19.1,31,301
20.8,24,301
20.7,23,301
20.5,25,301
20.6,24,301
20.2,27,301
20.1,28,301
20.4,25,301
20.3,26,301
20.0,29,301
19.9,29,301
19.7,31,301
19.8,29,301
19.4,36,301
19.5,34,301
19.6,32,301
20.2,87,302
20.3,88,302
20.6,90,302
20.5,89,302
20.4,86,302
19.9,85,302
19.8,85,302
20.1,86,302
20.0,86,302
19.7,87,302
19.6,85,302
19.4,86,302
19.5,85,302
19.1,87,302
20.7,92,302
19.3,86,302
19.2,87,302
20.9,94,302
20.8,93,302
19.3,69,303
19.4,70,303
20.0,71,303
19.9,71,303
19.8,70,303
19.7,70,303
19.6,69,303
20.3,73,303
20.2,72,303
20.1,72,303
19.2,69,303
20.9,77,303
19.5,69,303
19.1,67,303
20.5,76,303
20.6,74,303
20.7,76,303
20.8,78,303
20.4,74,303
19.4,69,304
19.5,70,304
19.3,70,304
19.8,69,304
19.7,69,304
19.9,69,304
20.0,69,304
20.9,70,304
20.3,69,304
19.1,70,304
19.2,72,304
19.6,70,304
20.8,71,304
20.7,70,304
20.6,69,304
20.2,70,304
20.5,68,304
20.4,68,304
20.1,69,304
19.8,24,305
19.3,28,305
19.7,24,305
19.5,26,305
19.4,27,305
20.5,20,305
19.2,28,305
19.1,29,305
19.6,25,305
20.7,18,305
20.8,18,305
20.9,18,305
20.4,19,305
20.0,21,305
20.3,19,305
20.6,20,305
19.9,23,305
20.2,20,305
20.1,20,305
19.4,50,306
19.5,51,306
19.8,52,306
19.3,50,306
19.2,51,306
19.1,50,306
20.9,57,306
20.8,57,306
20.7,56,306
20.3,54,306
20.6,56,306
20.5,55,306
20.4,54,306
20.1,54,306
20.2,53,306
20.0,52,306
19.9,51,306
19.7,53,306
19.6,50,306
20.4,92,307
20.3,91,307
19.1,86,307
20.7,91,307
20.6,91,307
20.5,91,307
20.0,92,307
19.9,90,307
20.2,89,307
20.1,92,307
19.8,92,307
19.7,93,307
19.5,90,307
19.6,92,307
19.2,87,307
20.9,90,307
19.4,91,307
19.3,90,307
20.8,90,307
19.5,32,308
19.4,30,308
20.4,39,308
20.1,37,308
20.0,35,308
19.9,35,308
19.8,34,308
19.7,34,308
19.6,31,308
20.3,39,308
20.2,37,308
20.6,41,308
20.5,40,308
19.2,29,308
19.3,30,308
19.1,28,308
20.7,41,308
20.8,43,308
20.9,43,308
19.1,51,309
19.2,50,309
19.6,53,309
19.7,53,309
19.8,56,309
20.1,58,309
20.0,58,309
19.9,56,309
20.6,65,309
20.5,63,309
19.3,51,309
19.4,51,309
19.5,52,309
20.9,70,309
20.8,69,309
20.7,67,309
20.2,58,309
20.3,62,309
20.4,62,309
19.2,141,310
20.4,151,310
19.5,145,310
19.4,143,310
19.3,141,310
19.8,145,310
19.7,142,310
19.1,140,310
20.9,152,310
20.7,151,310
20.8,152,310
20.5,151,310
20.6,153,310
20.2,149,310
20.1,150,310
19.6,144,310
19.9,147,310
20.0,148,310
20.3,150,310
20.1,144,311
20.2,144,311
19.6,138,311
19.7,141,311
19.8,141,311
19.9,141,311
20.0,143,311
19.1,135,311
19.2,135,311
20.9,149,311
19.4,135,311
19.5,138,311
19.3,135,311
20.8,149,311
20.7,147,311
20.6,147,311
20.5,147,311
20.4,146,311
20.3,145,311
